,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id.1,album_name,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_electronic_prob,predicted_jazz_prob,predicted_pop_prob,predicted_rap_prob,predicted_reggae_prob
64,6HGDoEWNbeIyUbJHelPEbZ,All I Want - Live at Vevo,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,3gCOecuQTwZ7valkVff49c,166000,2020-03-13,54,0.466,0.239,0,0.6729149886505089,0,0.0599,0.917,0.0,0.0862,0.24,0.8544029457239636,3gCOecuQTwZ7valkVff49c,All I Want (Live at Vevo),2,jazz,0.5333333333333333,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0
0,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,174000,2019-12-13,90,0.5479999999999999,0.816,0,0.8844548583144176,1,0.0465,0.122,0.0,0.335,0.557,0.23239581378305685,7xV2TzoaVc0ycW7fwBwAml,Fine Line,3,pop,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.13333333333333333
39,5JCoSi02qi3jJeHdZXMmR8,favorite crime,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,152666,2021-05-21,91,0.369,0.272,9,0.42403163213004313,1,0.0364,0.866,0.0,0.147,0.218,0.9253827385580612,6s84u2TUpR3wdUv4NgKA2j,SOUR,2,jazz,0.5333333333333333,0.26666666666666666,0.0,0.5333333333333333,0.2,0.0,0.0
40,1zejeOnykpCoyVSit6Bwp3,hope ur ok,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,209560,2021-05-21,88,0.44299999999999995,0.298,0,0.30072490298015675,1,0.0644,0.38799999999999996,1e-05,0.10300000000000001,0.172,0.07030056036678556,6s84u2TUpR3wdUv4NgKA2j,SOUR,2,jazz,0.5333333333333333,0.13333333333333333,0.0,0.5333333333333333,0.2,0.13333333333333333,0.0
22,17OkYffr0SdAcpcbwMkDDG,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,5SL9nXZYZZl68bHwaM8uLa,174000,2019-12-06,49,0.5479999999999999,0.816,0,0.8844548583144176,1,0.0465,0.122,0.0,0.335,0.557,0.23239581378305685,5SL9nXZYZZl68bHwaM8uLa,Adore You,3,pop,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.13333333333333333
37,2tGvwE8GcFKwNdAXMnlbfl,happier,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,175933,2021-05-21,91,0.395,0.44299999999999995,6,0.4809255326938565,1,0.133,0.765,9.67e-06,0.0839,0.33799999999999997,0.8895889749845834,6s84u2TUpR3wdUv4NgKA2j,SOUR,3,pop,0.5333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0
7,6iYMfxznTBlcVOgRHab2W0,"Sunflower, Vol. 6",6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,221826,2019-12-13,75,0.5660000000000001,0.846,7,0.6871201581606502,0,0.035,0.0005639999999999999,0.000795,0.121,0.86,0.810011529077406,7xV2TzoaVc0ycW7fwBwAml,Fine Line,5,reggae,0.5333333333333333,0.0,0.0,0.0,0.4,0.06666666666666667,0.5333333333333333
33,4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,163586,2021-05-21,90,0.473,0.203,2,0.2680676576114812,1,0.102,0.941,0.0,0.126,0.419,0.889231484212314,6s84u2TUpR3wdUv4NgKA2j,SOUR,2,jazz,0.5333333333333333,0.2,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.0
9,03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,197346,2019-12-13,71,0.653,0.8690000000000001,5,0.9198945595665227,1,0.0382,0.128,2.2e-05,0.046,0.6970000000000001,0.470368483613517,7xV2TzoaVc0ycW7fwBwAml,Fine Line,3,pop,0.5333333333333333,0.0,0.13333333333333333,0.0,0.5333333333333333,0.0,0.3333333333333333
14,4B1rpPmQXwj78wk6aIGwwU,Two Ghosts,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,229813,2017-05-12,73,0.386,0.40700000000000003,6,0.6731346562202534,0,0.0268,0.23399999999999999,1.86e-06,0.0999,0.456,0.0,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,3,pop,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.5333333333333333,0.06666666666666667,0.06666666666666667
16,5Lbsc65org0b85kNsPkluY,Only Angel,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,291080,2017-05-12,71,0.5539999999999999,0.8420000000000001,5,0.89148422054624,1,0.0397,0.287,0.0,0.106,0.348,0.3990401372764566,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,3,pop,0.5333333333333333,0.0,0.3333333333333333,0.0,0.5333333333333333,0.06666666666666667,0.06666666666666667
21,1M4qEo4HE3PRaCOM7EXNJq,Adore You,6KImCVD70vtIoJWnq6nGn3,Harry Styles,5SL9nXZYZZl68bHwaM8uLa,207133,2019-12-06,72,0.6759999999999999,0.7709999999999999,8,0.9235556857289302,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,0.2650883449070971,5SL9nXZYZZl68bHwaM8uLa,Adore You,5,reggae,0.5333333333333333,0.0,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.5333333333333333
24,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,659e2eKbsMH0vYCs5qgFmy,174000,2019-11-17,75,0.5479999999999999,0.816,0,0.8844548583144176,1,0.0465,0.122,0.0,0.335,0.557,0.23239581378305685,659e2eKbsMH0vYCs5qgFmy,Watermelon Sugar,3,pop,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.13333333333333333
1,3jjujdWJ72nww5eGnfs2E7,Adore You,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,207133,2019-12-13,86,0.6759999999999999,0.7709999999999999,8,0.9235556857289302,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,0.2650883449070971,7xV2TzoaVc0ycW7fwBwAml,Fine Line,5,reggae,0.5333333333333333,0.0,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.5333333333333333
3,2IOFZdYYkFxEHVz1w34PoL,Cherry,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,259186,2019-12-13,74,0.53,0.512,7,0.5145346708647579,1,0.0259,0.615,0.004529999999999999,0.129,0.41100000000000003,0.23736493551760207,7xV2TzoaVc0ycW7fwBwAml,Fine Line,3,pop,0.4666666666666667,0.06666666666666667,0.0,0.4,0.4666666666666667,0.0,0.06666666666666667
8,5IhzJOXNE7ki0IIJbZbnGq,Canyon Moon,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,189786,2019-12-13,72,0.603,0.621,2,0.6698396426740866,1,0.0267,0.32799999999999996,3.4899999999999995e-05,0.11900000000000001,0.7,0.22016962937144202,7xV2TzoaVc0ycW7fwBwAml,Fine Line,5,reggae,0.4666666666666667,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.4666666666666667
69,4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,5p3gSxNiXeYlPlztVAUjB2,177322,2019-11-27,80,0.376,0.43,0,0.7104781430768103,0,0.0328,0.0902,0.0,0.0912,0.129,0.0733928555469161,5p3gSxNiXeYlPlztVAUjB2,"All I Want (From ""High School Musical: The Musical: The Series"")",3,pop,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.0
12,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,340706,2017-05-12,82,0.516,0.595,5,0.853628176026946,1,0.0313,0.0275,0.0,0.109,0.222,0.45209176788124183,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,1,electronic,0.4666666666666667,0.0,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0
59,0pxSWLTNNDqVfCttX1iodN,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6yWrpE2mIyPHZGruU12jhP,215507,2021-04-01,66,0.447,0.608,2,0.6585633740938713,1,0.10300000000000001,0.5870000000000001,9.44e-06,0.436,0.16899999999999998,0.9935651660991501,6yWrpE2mIyPHZGruU12jhP,deja vu,3,pop,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667
60,7lPN2DXiMsVn7XUKtOW1CS,drivers license,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,66FPnVL9G4CMKy3wvaGTcr,242013,2021-01-08,94,0.585,0.436,10,0.5511459324888335,1,0.0601,0.721,1.31e-05,0.105,0.132,0.6657103788508459,66FPnVL9G4CMKy3wvaGTcr,drivers license,3,pop,0.4666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.06666666666666667,0.06666666666666667
56,45rVezUW4TqYwQkD7kz6eF,good 4 u,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,7vElfAHS2e5jdV92caq0Cb,178147,2021-05-14,69,0.629,0.649,9,0.8249981694369188,1,0.11900000000000001,0.294,0.0,0.10099999999999999,0.685,0.12512177029430438,7vElfAHS2e5jdV92caq0Cb,good 4 u,5,reggae,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,0.2,0.4666666666666667
43,4ml4WlnHDEpOK8HRVYTCWf,drivers license,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,7bYichzvtYHdjF8HF69dyA,242013,2021-05-21,66,0.584,0.433,10,0.5466793585706963,1,0.0533,0.743,1.3500000000000001e-05,0.106,0.14,0.6667828511676545,7bYichzvtYHdjF8HF69dyA,SOUR,3,pop,0.4666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.06666666666666667,0.06666666666666667
45,3ucQ4DLpH8RgyzqYBMnDpj,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,7bYichzvtYHdjF8HF69dyA,215506,2021-05-21,67,0.442,0.596,9,0.6601742696053305,1,0.109,0.584,6.62e-06,0.39,0.166,1.0,7bYichzvtYHdjF8HF69dyA,SOUR,3,pop,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667
34,6HU7h9RYOaPRFeh0R3UeAr,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,215506,2021-05-21,91,0.442,0.612,2,0.6638353957677381,1,0.11199999999999999,0.584,5.7000000000000005e-06,0.37,0.17800000000000002,0.9967736457802686,6s84u2TUpR3wdUv4NgKA2j,SOUR,3,pop,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667
48,3JJneCSDh1685L9OVvTiIo,happier,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,7bYichzvtYHdjF8HF69dyA,175933,2021-05-21,69,0.39899999999999997,0.451,6,0.48012008493812697,1,0.172,0.7879999999999999,7.26e-06,0.0839,0.311,0.8888024952855905,7bYichzvtYHdjF8HF69dyA,SOUR,3,pop,0.4666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.4666666666666667,0.06666666666666667,0.0
30,6SRsiMl7w1USE4mFqrOhHC,brutal,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,143746,2021-05-21,91,0.672,0.526,4,0.7206560738083034,1,0.0599,0.0311,1.37e-06,0.28,0.28,0.48808215137946764,6s84u2TUpR3wdUv4NgKA2j,SOUR,1,electronic,0.4666666666666667,0.0,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.06666666666666667
32,5wANPM4fQCJwkGd4rN57mH,drivers license,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,242013,2021-05-21,89,0.561,0.431,10,0.5475580288496741,1,0.0578,0.768,1.42e-05,0.106,0.13699999999999998,0.6657193161201528,6s84u2TUpR3wdUv4NgKA2j,SOUR,2,jazz,0.4666666666666667,0.0,0.06666666666666667,0.4666666666666667,0.4,0.0,0.06666666666666667
58,61KpQadow081I2AsbeLcsb,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,3lwHyR4joA1xB7Nun21EP6,215507,2021-04-01,94,0.439,0.61,9,0.662810280442264,1,0.11599999999999999,0.593,1.07e-05,0.341,0.172,0.9983019188317203,3lwHyR4joA1xB7Nun21EP6,deja vu,3,pop,0.4,0.0,0.3333333333333333,0.2,0.4,0.0,0.06666666666666667
72,2UVrIJBJVRPN9UgzShCJ5c,"I Think I Kinda, You Know - Duet",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,1fgrILRm1bhM6oi3eK0eAs,172253,2019-11-08,66,0.7809999999999999,0.46299999999999997,0,0.6316174855385516,1,0.0861,0.47,0.0,0.0961,0.506,0.5339482174616369,1fgrILRm1bhM6oi3eK0eAs,"I Think I Kinda, You Know (From ""High School Musical: The Musical: The Series"")",4,rap,0.4,0.0,0.0,0.2,0.2,0.4,0.2
71,6GfTYfb5eBLN1p1ByOsPmi,"Wondering - From ""High School Musical: The Musical: The Series""",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,14fMbn20pipBmmHWtKWInz,225381,2019-11-12,72,0.469,0.444,6,0.675404554440946,1,0.0396,0.8079999999999999,0.0,0.0932,0.221,0.5362182838655477,14fMbn20pipBmmHWtKWInz,"Wondering (From ""High School Musical: The Musical: The Series"")",2,jazz,0.4,0.0,0.06666666666666667,0.4,0.4,0.06666666666666667,0.06666666666666667
78,2WLp3CjnM7iLR7aTrNdwcX,The Comeback Song,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,40YjPXmE1d3ajv2dcU2Bhx,151031,2016-10-07,58,0.805,0.715,1,0.8012008493812697,1,0.183,0.052000000000000005,0.0,0.0884,0.7759999999999999,0.649355176019519,40YjPXmE1d3ajv2dcU2Bhx,Bizaardvark (Music from the TV Series),4,rap,0.4,0.0,0.0,0.0,0.26666666666666666,0.4,0.3333333333333333
29,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,6KImCVD70vtIoJWnq6nGn3,Harry Styles,6YDkzHVTEzMXZOVd1r5NqR,340706,2017-04-07,71,0.518,0.575,5,0.85465329135242,1,0.0302,0.0259,0.0,0.109,0.209,0.45251181953865827,6YDkzHVTEzMXZOVd1r5NqR,Sign of the Times,1,electronic,0.4,0.0,0.4,0.06666666666666667,0.3333333333333333,0.2,0.0
52,71JGK9HPfjQNtKq5AhgbTg,"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6MWhePcEWDnC3dG4tJumu7,154040,2021-06-04,0,0.5770000000000001,0.602,9,0.7744746283956945,0,0.0306,0.132,0.0,0.295,0.23,0.13934096576132127,6MWhePcEWDnC3dG4tJumu7,"Granted [From ""High School Musical: The Musical: The Series (Season 2)""]",1,electronic,0.4,0.0,0.4,0.13333333333333333,0.2,0.26666666666666666,0.0
18,5LABCxgmP7DATATIJXOh6n,Ever Since New York,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,253386,2017-05-12,69,0.389,0.537,10,0.6975909789851358,1,0.0309,0.2,3.13e-06,0.125,0.38299999999999995,0.523518424180676,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,3,pop,0.4,0.0,0.2,0.13333333333333333,0.4,0.2,0.06666666666666667
61,4dnmtQPnXU993aEUGp0bY8,drivers license,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,5m849a2zFiUwL9tFS7h7sW,242013,2021-01-08,66,0.575,0.425,10,0.5467525810939445,1,0.055,0.7390000000000001,1.4800000000000002e-05,0.11199999999999999,0.15,0.6668722238607218,5m849a2zFiUwL9tFS7h7sW,drivers license,2,jazz,0.4,0.0,0.06666666666666667,0.4,0.4,0.06666666666666667,0.06666666666666667
25,5aJEh9Oqdz7PRLKTpH25pB,Lights Up,6KImCVD70vtIoJWnq6nGn3,Harry Styles,659e2eKbsMH0vYCs5qgFmy,172213,2019-11-17,54,0.575,0.621,10,0.5947865563447317,0,0.032,0.0392,0.0045,0.141,0.27,0.2913549793995944,659e2eKbsMH0vYCs5qgFmy,Watermelon Sugar,3,pop,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0
5,5JiH89mHrv9oWHlD0T326z,To Be So Lonely,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,192080,2019-12-13,72,0.758,0.436,0,0.660393937175075,1,0.0418,0.618,1.6100000000000002e-05,0.335,0.605,0.31791654377921386,7xV2TzoaVc0ycW7fwBwAml,Fine Line,3,pop,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.2,0.26666666666666666
23,6Mt9WkHRfG8eX0f5a5JgSb,Lights Up,6KImCVD70vtIoJWnq6nGn3,Harry Styles,5SL9nXZYZZl68bHwaM8uLa,172213,2019-12-06,46,0.575,0.621,10,0.5947865563447317,0,0.032,0.0392,0.0045,0.141,0.27,0.2913549793995944,5SL9nXZYZZl68bHwaM8uLa,Adore You,3,pop,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0
76,0YtQVibEZJ5IPYw6dm0nFJ,Blobfish,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,40YjPXmE1d3ajv2dcU2Bhx,57600,2016-10-07,42,0.523,0.536,8,0.6532181298967562,1,0.21100000000000002,0.6809999999999999,0.0,0.249,0.622,0.6177440544815939,40YjPXmE1d3ajv2dcU2Bhx,Bizaardvark (Music from the TV Series),2,jazz,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2,4jAIqgrPjKLTY9Gbez25Qb,Lights Up,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,172213,2019-12-13,78,0.575,0.621,10,0.5947865563447317,0,0.032,0.0392,0.0045,0.141,0.27,0.2913549793995944,7xV2TzoaVc0ycW7fwBwAml,Fine Line,3,pop,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0
68,2jVqcE5a7GoEEti0OcImc6,"Out of the Old - From ""High School Musical: The Musical: The Series""",1McMsnEElThX1knmY4oliG,Olivia Rodrigo,3dmltV5S6vUXzQD4DmpwFq,168688,2019-12-18,55,0.624,0.621,3,0.6979570916013765,1,0.11900000000000001,0.56,0.0,0.133,0.5,0.38987943623705223,3dmltV5S6vUXzQD4DmpwFq,"Out of the Old (From ""High School Musical: The Musical: The Series"")",3,pop,0.3333333333333333,0.0,0.0,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.2
